日期,通報內容
110/01/12,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國110年1月12日（星期二） Jan. 12, 2021（Tuesday） 二、機型Aircraft Type: 運-8反潛機  1架次（One Y-8 ASW） 運-8遠干機  1架次（One Y-8 EW） 運-8技術偵察機  1架次（One Y-8 RECCE） 三、活動概要Activity Area: 活動示意圖、照片 Flight paths as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
110/01/11,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國110年1月11日（星期一） Jan. 11, 2021（Monday） 二、機型Aircraft Type: 運8-技偵機  1架次 One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
110/01/09,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國110年1月9日（星期六） Jan. 9, 2021（Saturday） 二、機型Aircraft Type: 運8-反潛機  1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
110/01/07,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國110年1月7日（星期四） Jan. 7, 2021（Thursday） 二、機型Aircraft Type: 空警-500  1架次 One KJ-500 AEW&C 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
110/01/06,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國110年1月6日（星期三） Jan. 6, 2021（Wednesday） 二、機型Aircraft Type: 運-8反潛機  1架次 運-8遠干機  1架次 One Y-8 ASW One Y-8 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
110/01/05,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國110年1月5日（星期二） Jan. 5, 2021（Tuesday） 二、機型Aircraft Type: 運-8遠干機          1架次 One Y-8 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
110/01/04,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國110年1月4日（星期一） Jan. 4, 2021（Monday） 二、機型Aircraft Type: 運-8遠干機          1架次 運-8反潛機          1架次 運-8技術偵察機      1架次 運-9通信對抗機      1架次 One Y-8 EW One Y-8 ASW One Y-8 RECCE One Y-9 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight paths as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
110/01/03,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國110年1月3日（星期日） Jan. 3, 2021（Sunday） 二、機型Aircraft Type: 運-8反潛機      1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
110/01/02,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國110年1月2日（星期六 下午） Jan. 2, 2021（Saturday afternoon） 二、機型Aircraft Type: 運-8技術偵察機      1架次 One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/29,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月29日（星期二） Dec. 29, 2020（Tuesday） 二、機型Aircraft Type: 運-8反潛機      1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/28,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月28日（星期一 下午） Dec. 28, 2020（Monday afternoon） 二、機型Aircraft Type: 運-8技術偵察機      1架次 One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/26,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan’s southwestern ADIZ 一、日期Date: 中華民國109年12月26日（星期六） Dec. 26, 2020（Saturday） 二、機型Aircraft Type: 運-8反潛機      1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/25,"中共解放軍進入我西南空域活動情況 一、日期Date: 中華民國109年12月25日（星期五） Dec. 25, 2020（Friday） 二、機型Aircraft Type: 運-8反潛機      1架次 運-8技術偵察機  1架次 One Y-8 ASW One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight paths as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/24,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國109年12月24日（星期四） Dec. 24, 2020（Thursday） 二、機型Aircraft Type: 運-8反潛機      1架次 運-8遠干機      1架次 One Y-8 ASW One Y-8 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight paths as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/22,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月22日（星期二） Dec. 22, 2020（Tuesday） 二、機型Aircraft Type: 運-8反潛機   1架次 運-8遠干機   1架次 One Y-8 ASW One Y-8 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/21,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月21日（星期一 下午） Dec. 21, 2020（Monday afternoon） 二、機型Aircraft Type: 運-9通信對抗機  1架次 運-8技術偵察機  1架次 One Y-9 EW One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/20,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月20日（星期日） Dec. 20, 2020（Sunday） 二、機型Aircraft Type: 運-8遠干機      1架次 運-8反潛機      1架次 One Y-8 EW One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/16,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月16日（星期三） Dec. 16, 2020（Wednesday） 二、機型Aircraft Type: 運-8反潛機      1架次 運-8電偵機      1架次 運-9通信對抗機  1架次 運-8技術偵察機  1架次 One Y-8 ASW One Y-8 ELINT One Y-9 EW One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/15,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國109年12月15日（星期二） Dec. 15, 2020（Tuesday） 二、機型Aircraft Type: 運-8反潛機   1架次 運-8技術偵察機   1架次 One Y-8 ASW One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/12,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月12日（星期六） Dec. 12, 2020（Saturday） 二、機型Aircraft Type: 運-8反潛機   1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/10,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月10日（星期四）上午 Dec. 10, 2020（Thursday morning） 二、機型Aircraft Type: 運-8遠干機   1架次 One Y-8 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/09,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月09日（星期三） Dec.09,2020（Wednesday） 二、機型Aircraft Type: 運-8遠干機   1架次 運-8技術偵察機   1架次 One Y-8 EW One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/07,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月07日（星期一 上午） Dec. 07, 2020（Monday afternoon） 二、機型Aircraft Type: 運-8反潛機   1架次 One Y-8 ASW 三、活動概要Activity Area： 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions： 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/06,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月06日（星期日 下午） Dec. 06, 2020（Sunday afternoon） 二、機型Aircraft Type: 運-8反潛機   1架次 One Y-8 ASW 三、活動概要Activity Area： 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions： 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/05,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月05日（星期六） Dec. 05, 2020（Saturday） 二、機型Aircraft Type: 運-8反潛機   1架次 運-8技術偵察機   1架次 One Y-8 ASW One Y-8 RECCE 三、活動概要Activity Area： 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions： 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/04,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月04日（星期五） Dec. 04, 2020（Friday） 二、機型Aircraft Type: 運-8反潛機   1架次 運-8技術偵察機   1架次 運-8遠干機   1架次 One Y-8 ASW One Y-8 RECCE One Y-8 EW 三、活動概要Activity Area： 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions： 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/02,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date： 中華民國109年12月02日（星期三）上午 Dec. 02, 2020（Wednesday morning） 二、機型Aircraft Type： 運-8反潛機   1架次 One Y-8 ASW 三、活動概要Activity Area： 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions： 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/12/01,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年12月01日（星期二）上午 Dec. 01, 2020（Tuesday）morning 二、機型Aircraft Type: 運-8反潛機   1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/30,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月30日（星期一） Nov. 30, 2020（Monday） 二、機型Aircraft Type: 運-8技術偵察機  1架次 運-8遠干機   1架次 One Y-8 RECCE One Y-8 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/29,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月29日（星期日）夜間 Nov. 29, 2020（Sunday）evening 二、機型Aircraft Type: 運-8反潛機  1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/28,"中共解放軍進入我西南空域活動情況 一、日期Date: 中華民國109年11月28日（星期六） Nov. 28, 2020（Saturday） 二、機型Aircraft Type: 運-8反潛機  1架次 運-8技術偵察機  1架次 One Y-8 ASW One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/25,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月25日（星期三） Nov. 25, 2020（Wednesday） 二、機型Aircraft Type: 運-8反潛機  1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/24,"中共解放軍進入我西南空域活動情況 一、日期Date: 中華民國109年11月24日（星期二） Nov. 24, 2020（Tuesday） 二、機型Aircraft Type: 運-8反潛機  1架次 運-8遠干機  1架次 One Y-8 ASW One Y-8 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/23,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月23日（星期一） Nov. 23, 2020（Monday） 二、機型Aircraft Type: 運-8反潛機  1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/22,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date： 中華民國109年11月22日（星期日） Nov. 22, 2020（Sunday） 二、機型Aircraft Type： 運-8反潛機  1架次 One Y-8 ASW 三、活動概要Activity Area： 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions： 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/21,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date： 中華民國109年11月21日（星期六） Nov. 21, 2020（Saturday） 二、機型Aircraft Type： 運-8技術偵察機  1架次 運-8反潛機  1架次 One Y-8 RECCE One Y-8 ASW 三、活動概要Activity Area： 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions： 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/18,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月18日（星期三） Nov. 18, 2020（Wednesday） 二、機型Aircraft Type: 運-8反潛機  1架次 運-8遠干機  1架次 運-9 通信對抗機  1架次 One Y-8 ASW One Y-8 EW One Y-9 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/17,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月17日（星期二）上午 Nov. 17, 2020（Tuesday morning） 二、機型Aircraft Type: 運-8反潛機  1架次 運-8遠干機  1架次 One Y-8 ASW One Y-8 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/16,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月16日（星期一） Nov. 16, 2020（Monday） 二、機型Aircraft Type: 運-8反潛機         1架次(One Y-8 ASW) 運-8遠干機     1架次(One Y-8 EW) 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/15,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月15日（星期日） Nov. 15, 2020（Sunday） 二、機型Aircraft Type: 運-8反潛機         1架次(One Y-8 ASW) 運-8技術偵察機  1架次(One Y-8 RECCE) 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/14,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月14日（星期六）上午 Nov. 14, 2020（Saturday morning） 二、機型Aircraft Type: 運-8遠干機  1架次 One Y-8 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/12,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月12日（星期四上午） Nov. 12, 2020（Thursday morning） 二、機型Aircraft Type: 運-8反潛機  1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/11,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月11日（星期三）下午 Nov. 11, 2020（Wednesday）afternoon 二、機型Aircraft Type: 運-8技術偵察機  1架次(One Y-8 RECCE) 運-8反潛機      1架次(One Y-8 ASW) 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/10,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月10日（星期二上午） Nov. 10, 2020（Tuesday　morning） 二、機型Aircraft Type: 運-8反潛機  1架次 （One Y-8 ASW） 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/06,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國109年11月06日（星期五上午） Nov. 06, 2020（Friday morning） 二、機型Aircraft Type: 運-8遠干機     1架次(One Y-8 EW) 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/05,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國109年11月05日（星期四）下午 Nov. 05, 2020（Thursday afternoon） 二、機型Aircraft Type: 運-9通信對抗機  1架次(One Y-9 EW) 運-8遠干機         1架次(One Y-8 EW) 運-8反潛機         1架次(One Y-8 ASW) 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions:派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/04,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國109年11月04日（星期三上午） Nov. 04, 2020（Wednesday morning） 二、機型Aircraft Type: 運-9通信對抗機  1架次 One Y-9 EW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/03,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 日期Date: 中華民國109年11月03日（星期二）上午 Nov. 03, 2020（Tuesday morning） 二、機型Aircraft Type: 運-8反潛機  1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/02,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月02日（星期一） Nov. 02, 2020（Monday） 二、機型Aircraft Type: 運-8反潛機  1架次 (One Y-8 ASW) 運-8技術偵察機  1架次 (One Y-8 RECCE) 蘇-30機  2架次 (Two SU-30) 殲-16機  2架次 (Two J-16) 殲-10機  2架次 (Two J-10) 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/11/01,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年11月01日（星期日）上午 Nov. 01, 2020（Sunday morning） 二、機型Aircraft Type: 運8技術偵察機  1架次 One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/10/31,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年10月31日（星期六 上午） Oct. 31, 2020 (Saturday morning) 二、機型Aircraft Type: 運8反潛機  1架次 One Y-8 ASW 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
109/10/30,"中共解放軍進入我西南空域活動情況 PLA aircraft entered Taiwan ’ s southwestern ADIZ 一、日期Date: 中華民國109年10月30日（星期五） Oct. 30, 2020 (Friday) 二、機型Aircraft Type: 運8電偵機  1架次 運8遠干機  1架次 運8技術偵察機  1架次 One Y-8 ELINT One Y-8 EW One Y-8 RECCE 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 Airborne alert sorties had been tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
